stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
21-22,ATS_Bergamo,NO2,2021,40,W40/2021,1,242,13.2704,7.0564,2.3857,37.2857,18.2172,10.5472
21-22,ATS_Bergamo,NO2,2021,41,W41/2021,2,242,16.9152,9.4453,1.9429,43.7429,23.1045,13.2987
21-22,ATS_Bergamo,NO2,2021,42,W42/2021,3,242,19.0861,11.4990,1.5429,50.5857,26.5699,14.8212
21-22,ATS_Bergamo,NO2,2021,43,W43/2021,4,242,21.0122,11.6409,1.3857,50.4000,28.8581,16.4332
21-22,ATS_Bergamo,NO2,2021,44,W44/2021,5,242,16.5961,10.2375,1.3429,43.5000,23.4719,12.7581
21-22,ATS_Bergamo,NO2,2021,45,W45/2021,6,242,23.5233,10.8340,2.1429,47.6571,30.7890,18.4793
21-22,ATS_Bergamo,NO2,2021,46,W46/2021,7,242,23.9064,10.5514,2.2857,46.1571,30.8676,18.9635
21-22,ATS_Bergamo,NO2,2021,47,W47/2021,8,242,22.9240,11.0785,2.5571,47.0857,30.4532,17.9958
21-22,ATS_Bergamo,NO2,2021,48,W48/2021,9,242,24.1599,14.3517,1.8000,53.7571,33.4642,18.3502
21-22,ATS_Bergamo,NO2,2021,49,W49/2021,10,242,25.9102,18.0264,1.3571,62.2143,37.4146,19.1991
21-22,ATS_Bergamo,NO2,2021,50,W50/2021,11,242,32.9218,20.2907,0.7429,69.2571,45.8833,24.4171
21-22,ATS_Bergamo,NO2,2021,51,W51/2021,12,242,28.9211,15.1585,2.1857,59.8286,38.9989,22.1085
21-22,ATS_Bergamo,NO2,2021,52,W52/2021,13,242,24.1881,12.7672,0.8714,50.7714,32.7319,18.3392
21-22,ATS_Bergamo,NO2,2022,1,W01/2022,14,242,21.7434,12.0387,1.0571,47.1857,29.8704,16.4465
21-22,ATS_Bergamo,NO2,2022,2,W02/2022,15,242,30.1658,18.7027,0.9571,64.6571,42.0968,22.7441
21-22,ATS_Bergamo,NO2,2022,3,W03/2022,16,242,29.7622,17.0888,1.0429,61.4857,40.9356,22.3651
21-22,ATS_Bergamo,NO2,2022,4,W04/2022,17,242,29.1548,16.9403,0.7571,62.8429,40.2522,21.8243
21-22,ATS_Bergamo,NO2,2022,5,W05/2022,18,242,21.5609,11.6431,1.6857,47.3857,29.3361,16.6048
21-22,ATS_Bergamo,NO2,2022,6,W06/2022,19,242,23.5526,14.2927,1.4857,57.8429,32.9456,18.1582
21-22,ATS_Bergamo,NO2,2022,7,W07/2022,20,242,23.2241,13.9807,0.9857,53.9714,32.1188,17.7377
21-22,ATS_Bergamo,NO2,2022,8,W08/2022,21,242,18.1038,10.9256,1.0571,44.0000,24.9983,14.0050
21-22,ATS_Bergamo,NO2,2022,9,W09/2022,22,242,21.1646,11.0905,2.3429,49.2000,28.3740,16.8301
21-22,ATS_Bergamo,NO2,2022,10,W10/2022,23,242,20.2494,10.8327,2.3714,47.0286,27.2184,16.1918
21-22,ATS_Bergamo,NO2,2022,11,W11/2022,24,242,19.3181,10.0850,1.9857,47.2857,25.8881,15.4378
21-22,ATS_Bergamo,NO2,2022,12,W12/2022,25,242,21.1938,12.9360,2.0286,52.2857,29.2456,16.6612
21-22,ATS_Bergamo,NO2,2022,13,W13/2022,26,242,15.2613,8.3887,1.8000,43.3286,20.9329,12.0154
21-22,ATS_Bergamo,NO2,2022,14,W14/2022,27,242,14.7858,8.6784,1.2286,39.9143,20.4218,11.5090
21-22,ATS_Bergamo,NO2,2022,15,W15/2022,28,242,14.7492,8.0917,1.2143,41.1000,20.3854,11.6648
21-22,ATS_Bergamo,NO2,2022,16,W16/2022,29,242,11.4419,5.7485,1.5714,32.7000,15.5255,9.1610
22-23,ATS_Bergamo,NO2,2022,40,W40/2022,1,242,14.7375,8.6565,1.3286,47.8857,20.6105,11.6259
22-23,ATS_Bergamo,NO2,2022,41,W41/2022,2,242,16.2196,9.9006,1.3857,49.9857,22.7567,12.8012
22-23,ATS_Bergamo,NO2,2022,42,W42/2022,3,242,16.1802,9.6942,1.2714,49.2286,22.7115,12.6725
22-23,ATS_Bergamo,NO2,2022,43,W43/2022,4,242,18.2374,10.5142,0.9714,50.9143,25.0558,14.2724
22-23,ATS_Bergamo,NO2,2022,44,W44/2022,5,242,15.6123,8.5713,1.5429,41.1143,21.3348,12.3278
